Time(s),Temperature8(C)
81.0000,26.12
81.5000,26.12
82.0000,26.13
82.5000,26.13
83.0000,26.13
83.5000,26.13
84.0000,26.14
84.5000,26.14
85.0000,26.14
85.5000,26.14
86.0000,26.14
86.5000,26.15
87.0000,26.15
87.5000,26.15
88.0000,26.15
88.5000,26.15
89.0000,26.16
89.5000,26.16
90.0000,26.16
90.5000,26.16
91.0000,26.17
91.5000,26.17
92.0000,26.17
92.5000,26.17
93.0000,26.17
93.5000,26.18
94.0000,26.18
94.5000,26.18
95.0000,26.18
95.5000,26.19
96.0000,26.19
96.5000,26.19
97.0000,26.19
97.5000,26.19
98.0000,26.20
98.5000,26.20
99.0000,26.20
99.5000,26.20
100.0000,26.20
100.5000,26.21
101.0000,26.21
101.5000,26.20
102.0000,26.21
102.5000,26.22
103.0000,26.22
103.5000,26.22
104.0000,26.23
104.5000,26.22
105.0000,26.23
105.5000,26.23
106.0000,26.23
106.5000,26.23
107.0000,26.24
107.5000,26.24
108.0000,26.24
108.5000,26.25
109.0000,26.24
109.5000,26.25
110.0000,26.25
110.5000,26.25
111.0000,26.25
111.5000,26.26
112.0000,26.26
112.5000,26.26
113.0000,26.26
113.5000,26.27
114.0000,26.27
114.5000,26.27
115.0000,26.27
115.5000,26.27
116.0000,26.28
116.5000,26.28
117.0000,26.28
117.5000,26.29
118.0000,26.28
118.5000,26.29
119.0000,26.29
119.5000,26.29
120.0000,26.29
120.5000,26.30
121.0000,26.30
121.5000,26.31
122.0000,26.31
122.5000,26.30
123.0000,26.31
123.5000,26.31
124.0000,26.32
124.5000,26.32
125.0000,26.32
125.5000,26.32
126.0000,26.32
126.5000,26.33
127.0000,26.32
127.5000,26.33
128.0000,26.33
128.5000,26.33
129.0000,26.33
129.5000,26.34
130.0000,26.34
130.5000,26.34
131.0000,26.34
131.5000,26.35
132.0000,26.35
132.5000,26.36
133.0000,26.35
133.5000,26.36
134.0000,26.36
134.5000,26.36
135.0000,26.36
135.5000,26.37
136.0000,26.37
136.5000,26.37
137.0000,26.37
137.5000,26.37
138.0000,26.38
138.5000,26.38
139.0000,26.38
139.5000,26.38
140.0000,26.38
140.5000,26.39
141.0000,26.39
141.5000,26.39
142.0000,26.39
142.5000,26.39
143.0000,26.40
143.5000,26.41
144.0000,26.40
144.5000,26.41
145.0000,26.41
145.5000,26.41
146.0000,26.41
146.5000,26.42
147.0000,26.42
147.5000,26.42
148.0000,26.43
148.5000,26.42
149.0000,26.43
149.5000,26.43
150.0000,26.43
150.5000,26.43
151.0000,26.44
151.5000,26.44
152.0000,26.43
152.5000,26.44
153.0000,26.44
153.5000,26.44
154.0000,26.45
154.5000,26.45
155.0000,26.46
155.5000,26.45
156.0000,26.46
156.5000,26.46
157.0000,26.46
157.5000,26.46
158.0000,26.46
158.5000,26.47
159.0000,26.47
159.5000,26.47
160.0000,26.48
160.5000,26.48
161.0000,26.48
161.5000,26.48
162.0000,26.48
162.5000,26.49
163.0000,26.49
163.5000,26.49
164.0000,26.49
164.5000,26.49
165.0000,26.50
165.5000,26.50
166.0000,26.50
166.5000,26.50
167.0000,26.51
167.5000,26.50
168.0000,26.51
168.5000,26.51
169.0000,26.52
169.5000,26.52
170.0000,26.52
170.5000,26.52
171.0000,26.53
171.5000,26.53
172.0000,26.53
172.5000,26.53
173.0000,26.53
173.5000,26.53
174.0000,26.53
174.5000,26.54
175.0000,26.54
175.5000,26.54
176.0000,26.55
176.5000,26.55
177.0000,26.55
177.5000,26.55
178.0000,26.56
178.5000,26.55
179.0000,26.56
179.5000,26.56
180.0000,26.57
180.5000,26.56
181.0000,26.57
181.5000,26.57
182.0000,26.57
182.5000,26.58
183.0000,26.57
183.5000,26.57
184.0000,26.58
184.5000,26.59
185.0000,26.58
185.5000,26.58
186.0000,26.59
186.5000,26.60
187.0000,26.59
187.5000,26.60
188.0000,26.59
188.5000,26.60
189.0000,26.60
189.5000,26.60
190.0000,26.61
190.5000,26.61
191.0000,26.61
191.5000,26.61
192.0000,26.61
192.5000,26.61
193.0000,26.62
193.5000,26.62
194.0000,26.62
194.5000,26.63
195.0000,26.62
195.5000,26.63
196.0000,26.63
196.5000,26.63
197.0000,26.63
197.5000,26.63
198.0000,26.63
198.5000,26.64
199.0000,26.64
199.5000,26.64
200.0000,26.64
200.5000,26.65
201.0000,26.65
201.5000,26.65
202.0000,26.66
202.5000,26.66
203.0000,26.66
203.5000,26.66
204.0000,26.66
204.5000,26.67
205.0000,26.67
205.5000,26.67
206.0000,26.67
206.5000,26.67
207.0000,26.67
207.5000,26.67
208.0000,26.68
208.5000,26.68
209.0000,26.69
209.5000,26.69
210.0000,26.69
210.5000,26.69
211.0000,26.69
211.5000,26.69
212.0000,26.70
212.5000,26.70
213.0000,26.70
213.5000,26.70
214.0000,26.70
214.5000,26.70
215.0000,26.71
215.5000,26.71
216.0000,26.71
216.5000,26.72
217.0000,26.71
217.5000,26.71
218.0000,26.72
218.5000,26.72
219.0000,26.72
219.5000,26.73
220.0000,26.73
220.5000,26.73
221.0000,26.73
221.5000,26.73
222.0000,26.74
222.5000,26.75
223.0000,26.74
223.5000,26.74
224.0000,26.74
224.5000,26.75
225.0000,26.75
225.5000,26.75
226.0000,26.75
226.5000,26.76
227.0000,26.76
227.5000,26.76
228.0000,26.76
228.5000,26.77
229.0000,26.77
229.5000,26.77
230.0000,26.78
230.5000,26.78
231.0000,26.77
231.5000,26.77
232.0000,26.78
232.5000,26.78
233.0000,26.79
233.5000,26.78
234.0000,26.79
234.5000,26.79
235.0000,26.79
235.5000,26.79
236.0000,26.79
236.5000,26.80
237.0000,26.80
237.5000,26.80
238.0000,26.80
238.5000,26.81
239.0000,26.81
239.5000,26.81
240.0000,26.81
240.5000,26.82
241.0000,26.82
241.5000,26.82
242.0000,26.82
242.5000,26.82
243.0000,26.82
243.5000,26.83
244.0000,26.83
244.5000,26.84
245.0000,26.83
245.5000,26.84
246.0000,26.84
246.5000,26.84
247.0000,26.84
247.5000,26.84
248.0000,26.84
248.5000,26.85
249.0000,26.85
249.5000,26.85
250.0000,26.86
250.5000,26.86
251.0000,26.86
251.5000,26.86
252.0000,26.86
252.5000,26.86
253.0000,26.86
253.5000,26.86
254.0000,26.87
254.5000,26.87
255.0000,26.87
255.5000,26.87
256.0000,26.88
256.5000,26.87
257.0000,26.88
257.5000,26.88
258.0000,26.88
258.5000,26.89
259.0000,26.88
259.5000,26.89
260.0000,26.89
260.5000,26.90
261.0000,26.89
261.5000,26.89
262.0000,26.90
262.5000,26.90
263.0000,26.91
263.5000,26.90
264.0000,26.90
264.5000,26.91
265.0000,26.91
265.5000,26.91
266.0000,26.92
266.5000,26.91
267.0000,26.92
267.5000,26.92
268.0000,26.92
268.5000,26.92
269.0000,26.93
269.5000,26.92
270.0000,26.92
270.5000,26.92
271.0000,26.93
271.5000,26.93
272.0000,26.93
272.5000,26.94
273.0000,26.94
273.5000,26.94
274.0000,26.94
274.5000,26.94
275.0000,26.95
275.5000,26.95
276.0000,26.95
276.5000,26.96
277.0000,26.95
277.5000,26.96
278.0000,26.96
278.5000,26.96
279.0000,26.96
279.5000,26.96
280.0000,26.97
280.5000,26.97
281.0000,26.97
281.5000,26.97
282.0000,26.98
282.5000,26.98
283.0000,26.98
283.5000,26.98
284.0000,26.98
284.5000,26.98
285.0000,26.98
285.5000,26.99
286.0000,26.99
286.5000,26.99
287.0000,27.00
287.5000,26.99
288.0000,27.00
288.5000,27.00
289.0000,27.01
289.5000,27.01
290.0000,27.00
290.5000,27.00
291.0000,27.01
291.5000,27.01
292.0000,27.02
292.5000,27.01
293.0000,27.02
293.5000,27.01
294.0000,27.02
294.5000,27.02
295.0000,27.02
295.5000,27.03
296.0000,27.03
296.5000,27.03
297.0000,27.03
297.5000,27.03
298.0000,27.04
298.5000,27.03
299.0000,27.04
299.5000,27.05
300.0000,27.05
300.5000,27.05
301.0000,27.05
301.5000,27.05
302.0000,27.05
302.5000,27.06
303.0000,27.05
303.5000,27.06
304.0000,27.06
304.5000,27.06
305.0000,27.06
305.5000,27.07
306.0000,27.07
306.5000,27.07
307.0000,27.07
307.5000,27.08
308.0000,27.08
308.5000,27.07
309.0000,27.07
309.5000,27.08
310.0000,27.08
310.5000,27.08
311.0000,27.08
311.5000,27.08
312.0000,27.09
312.5000,27.09
313.0000,27.09
313.5000,27.09
314.0000,27.09
314.5000,27.10
315.0000,27.10
315.5000,27.10
316.0000,27.10
316.5000,27.10
317.0000,27.10
317.5000,27.10
318.0000,27.10
318.5000,27.11
319.0000,27.11
319.5000,27.11
320.0000,27.11
320.5000,27.11
321.0000,27.11
321.5000,27.11
322.0000,27.12
322.5000,27.12
323.0000,27.12
323.5000,27.12
324.0000,27.12
324.5000,27.12
325.0000,27.12
325.5000,27.12
326.0000,27.12
326.5000,27.13
327.0000,27.13
327.5000,27.13
328.0000,27.14
328.5000,27.13
329.0000,27.14
329.5000,27.14
330.0000,27.14
330.5000,27.14
331.0000,27.15
331.5000,27.15
332.0000,27.14
332.5000,27.15
333.0000,27.16
333.5000,27.16
334.0000,27.16
334.5000,27.16
335.0000,27.16
335.5000,27.16
336.0000,27.16
336.5000,27.16
337.0000,27.16
337.5000,27.17
338.0000,27.17
338.5000,27.17
339.0000,27.17
339.5000,27.17
340.0000,27.17
340.5000,27.18
341.0000,27.18
341.5000,27.18
342.0000,27.18
342.5000,27.18
343.0000,27.19
343.5000,27.18
344.0000,27.18
344.5000,27.18
345.0000,27.19
345.5000,27.19
346.0000,27.19
346.5000,27.19
347.0000,27.20
347.5000,27.19
348.0000,27.20
348.5000,27.19
349.0000,27.19
349.5000,27.20
350.0000,27.19
350.5000,27.20
351.0000,27.20
351.5000,27.19
352.0000,27.20
352.5000,27.19
353.0000,27.20
353.5000,27.21
354.0000,27.20
354.5000,27.21
355.0000,27.21
355.5000,27.21
356.0000,27.21
356.5000,27.21
357.0000,27.21
357.5000,27.21
358.0000,27.22
358.5000,27.21
359.0000,27.21
359.5000,27.21
360.0000,27.21
360.5000,27.22
361.0000,27.22
361.5000,27.22
362.0000,27.22
362.5000,27.23
363.0000,27.22
363.5000,27.22
364.0000,27.23
364.5000,27.22
365.0000,27.24
365.5000,27.22
366.0000,27.23
366.5000,27.23
367.0000,27.23
367.5000,27.23
368.0000,27.24
368.5000,27.23
369.0000,27.23
369.5000,27.24
370.0000,27.23
370.5000,27.24
371.0000,27.24
371.5000,27.24
372.0000,27.24
372.5000,27.24
373.0000,27.24
373.5000,27.24
374.0000,27.25
374.5000,27.24
375.0000,27.25
375.5000,27.25
376.0000,27.25
376.5000,27.25
377.0000,27.25
377.5000,27.25
378.0000,27.25
378.5000,27.26
379.0000,27.25
379.5000,27.26
380.0000,27.26
380.5000,27.26
381.0000,27.26
381.5000,27.26
382.0000,27.26
382.5000,27.25
383.0000,27.26
383.5000,27.26
384.0000,27.26
384.5000,27.26
385.0000,27.27
385.5000,27.27
386.0000,27.26
386.5000,27.27
387.0000,27.26
387.5000,27.26
388.0000,27.27
388.5000,27.27
389.0000,27.27
389.5000,27.27
390.0000,27.27
390.5000,27.27
391.0000,27.27
391.5000,27.28
392.0000,27.27
392.5000,27.27
393.0000,27.28
393.5000,27.28
394.0000,27.28
394.5000,27.28
395.0000,27.28
395.5000,27.28
396.0000,27.28
396.5000,27.28
397.0000,27.28
397.5000,27.29
398.0000,27.28
398.5000,27.29
399.0000,27.28
399.5000,27.29
400.0000,27.29
400.5000,27.29
401.0000,27.30
401.5000,27.29
402.0000,27.29
402.5000,27.30
403.0000,27.30
403.5000,27.30
404.0000,27.30
404.5000,27.30
405.0000,27.30
405.5000,27.31
406.0000,27.30
406.5000,27.30
407.0000,27.30
407.5000,27.30
408.0000,27.30
408.5000,27.30
409.0000,27.30
409.5000,27.30
410.0000,27.30
410.5000,27.31
411.0000,27.31
411.5000,27.31
412.0000,27.31
412.5000,27.31
413.0000,27.31
413.5000,27.31
414.0000,27.31
414.5000,27.31
415.0000,27.31
415.5000,27.32
416.0000,27.31
416.5000,27.32
417.0000,27.32
417.5000,27.31
418.0000,27.32
418.5000,27.32
419.0000,27.32
419.5000,27.32
420.0000,27.31
420.5000,27.32
421.0000,27.32
421.5000,27.32
422.0000,27.32
422.5000,27.32
423.0000,27.32
423.5000,27.32
424.0000,27.33
424.5000,27.33
425.0000,27.33
425.5000,27.32
426.0000,27.33
426.5000,27.33
427.0000,27.33
427.5000,27.34
428.0000,27.34
428.5000,27.33
429.0000,27.33
429.5000,27.34
430.0000,27.34
430.5000,27.34
431.0000,27.34
431.5000,27.34
432.0000,27.35
432.5000,27.35
433.0000,27.35
433.5000,27.35
434.0000,27.36
434.5000,27.35
435.0000,27.36
435.5000,27.35
436.0000,27.35
436.5000,27.36
437.0000,27.35
437.5000,27.35
438.0000,27.35
438.5000,27.35
439.0000,27.35
439.5000,27.35
440.0000,27.36
440.5000,27.36
441.0000,27.36
441.5000,27.36
442.0000,27.36
442.5000,27.35
443.0000,27.36
443.5000,27.36
444.0000,27.36
444.5000,27.36
445.0000,27.36
445.5000,27.36
446.0000,27.36
446.5000,27.36
447.0000,27.36
447.5000,27.36
448.0000,27.36
448.5000,27.36
449.0000,27.36
449.5000,27.36
450.0000,27.37
450.5000,27.37
451.0000,27.36
451.5000,27.37
452.0000,27.36
452.5000,27.37
453.0000,27.37
453.5000,27.37
454.0000,27.36
454.5000,27.37
455.0000,27.37
455.5000,27.37
456.0000,27.37
456.5000,27.37
457.0000,27.37
457.5000,27.37
458.0000,27.37
458.5000,27.37
459.0000,27.37
459.5000,27.37
460.0000,27.37
460.5000,27.37
461.0000,27.37
461.5000,27.36
462.0000,27.37
462.5000,27.37
463.0000,27.37
463.5000,27.37
464.0000,27.37
464.5000,27.37
465.0000,27.37
465.5000,27.38
466.0000,27.37
466.5000,27.38
467.0000,27.37
467.5000,27.38
468.0000,27.38
468.5000,27.38
469.0000,27.38
469.5000,27.38
470.0000,27.38
470.5000,27.38
471.0000,27.38
471.5000,27.38
472.0000,27.38
472.5000,27.38
473.0000,27.38
473.5000,27.38
474.0000,27.39
474.5000,27.39
475.0000,27.40
475.5000,27.39
476.0000,27.39
476.5000,27.39
477.0000,27.39
477.5000,27.39
478.0000,27.39
478.5000,27.40
479.0000,27.40
479.5000,27.39
480.0000,27.40
480.5000,27.40
481.0000,27.40
481.5000,27.40
482.0000,27.40
482.5000,27.40
483.0000,27.41
483.5000,27.40
484.0000,27.41
484.5000,27.41
485.0000,27.40
485.5000,27.41
486.0000,27.41
486.5000,27.41
487.0000,27.41
487.5000,27.41
488.0000,27.42
488.5000,27.41
489.0000,27.42
489.5000,27.42
490.0000,27.43
490.5000,27.42
491.0000,27.42
491.5000,27.42
492.0000,27.43
492.5000,27.42
493.0000,27.42
493.5000,27.42
494.0000,27.43
494.5000,27.43
495.0000,27.43
495.5000,27.43
496.0000,27.43
496.5000,27.44
497.0000,27.44
497.5000,27.43
498.0000,27.43
498.5000,27.43
499.0000,27.44
499.5000,27.45
500.0000,27.44
500.5000,27.44
501.0000,27.44
501.5000,27.44
502.0000,27.44
502.5000,27.44
503.0000,27.45
503.5000,27.44
504.0000,27.44
504.5000,27.45
505.0000,27.45
505.5000,27.44
506.0000,27.44
506.5000,27.45
507.0000,27.45
507.5000,27.45
508.0000,27.45
508.5000,27.45
509.0000,27.45
509.5000,27.45
510.0000,27.45
510.5000,27.45
511.0000,27.45
511.5000,27.45
512.0000,27.45
512.5000,27.45
513.0000,27.45
513.5000,27.45
514.0000,27.45
514.5000,27.45
515.0000,27.46
515.5000,27.45
516.0000,27.45
516.5000,27.45
517.0000,27.45
517.5000,27.45
518.0000,27.46
518.5000,27.46
519.0000,27.46
519.5000,27.46
520.0000,27.46
520.5000,27.46
521.0000,27.46
521.5000,27.46
522.0000,27.47
522.5000,27.46
523.0000,27.46
523.5000,27.47
524.0000,27.47
524.5000,27.47
525.0000,27.47
525.5000,27.47
526.0000,27.47
526.5000,27.47
527.0000,27.47
527.5000,27.48
528.0000,27.47
528.5000,27.47
529.0000,27.47
529.5000,27.47
530.0000,27.48
530.5000,27.47
531.0000,27.47
531.5000,27.48
532.0000,27.48
532.5000,27.47
533.0000,27.48
533.5000,27.48
534.0000,27.48
534.5000,27.48
535.0000,27.48
535.5000,27.48
536.0000,27.49
536.5000,27.49
537.0000,27.49
537.5000,27.49
538.0000,27.49
538.5000,27.49
539.0000,27.49
539.5000,27.50
540.0000,27.49
540.5000,27.50
541.0000,27.50
541.5000,27.49
542.0000,27.49
542.5000,27.50
543.0000,27.50
543.5000,27.50
544.0000,27.49
544.5000,27.50
545.0000,27.50
545.5000,27.50
546.0000,27.50
546.5000,27.50
547.0000,27.50
547.5000,27.50
548.0000,27.50
548.5000,27.50
549.0000,27.50
549.5000,27.50
550.0000,27.50
550.5000,27.50
551.0000,27.50
551.5000,27.50
552.0000,27.50
552.5000,27.50
553.0000,27.51
553.5000,27.51
554.0000,27.50
554.5000,27.50
555.0000,27.51
555.5000,27.51
556.0000,27.51
556.5000,27.51
557.0000,27.51
557.5000,27.50
558.0000,27.51
558.5000,27.51
559.0000,27.51
559.5000,27.52
560.0000,27.51
560.5000,27.51
561.0000,27.51
561.5000,27.51
562.0000,27.51
562.5000,27.51
563.0000,27.52
563.5000,27.52
564.0000,27.52
564.5000,27.51
565.0000,27.52
565.5000,27.52
566.0000,27.52
566.5000,27.52
567.0000,27.52
567.5000,27.52
568.0000,27.52
568.5000,27.52
569.0000,27.52
569.5000,27.52
570.0000,27.52
570.5000,27.53
571.0000,27.53
571.5000,27.53
572.0000,27.53
572.5000,27.53
573.0000,27.53
573.5000,27.53
574.0000,27.53
574.5000,27.53
575.0000,27.54
575.5000,27.53
576.0000,27.54
576.5000,27.54
577.0000,27.54
577.5000,27.54
578.0000,27.54
578.5000,27.55
579.0000,27.54
579.5000,27.54
580.0000,27.55
580.5000,27.54
581.0000,27.55
581.5000,27.55
582.0000,27.55
582.5000,27.55
