Time(s),Temperature3(C)
249.0000,25.90
249.5000,25.90
250.0000,25.89
250.5000,25.89
251.0000,25.88
251.5000,25.88
252.0000,25.88
252.5000,25.88
253.0000,25.87
253.5000,25.86
254.0000,25.86
254.5000,25.86
255.0000,25.85
255.5000,25.86
256.0000,25.85
256.5000,25.85
257.0000,25.84
257.5000,25.84
258.0000,25.83
258.5000,25.83
259.0000,25.83
259.5000,25.82
260.0000,25.83
260.5000,25.82
261.0000,25.82
261.5000,25.81
262.0000,25.82
262.5000,25.81
263.0000,25.81
263.5000,25.80
264.0000,25.80
264.5000,25.79
265.0000,25.80
265.5000,25.79
266.0000,25.79
266.5000,25.78
267.0000,25.78
267.5000,25.78
268.0000,25.77
268.5000,25.77
269.0000,25.77
269.5000,25.77
270.0000,25.76
270.5000,25.76
271.0000,25.76
271.5000,25.75
272.0000,25.76
272.5000,25.75
273.0000,25.75
273.5000,25.74
274.0000,25.74
274.5000,25.73
275.0000,25.73
275.5000,25.73
276.0000,25.73
276.5000,25.72
277.0000,25.72
277.5000,25.72
278.0000,25.72
278.5000,25.72
279.0000,25.71
279.5000,25.71
280.0000,25.71
280.5000,25.70
281.0000,25.70
281.5000,25.70
282.0000,25.70
282.5000,25.69
283.0000,25.69
283.5000,25.70
284.0000,25.68
284.5000,25.68
285.0000,25.68
285.5000,25.68
286.0000,25.68
286.5000,25.68
287.0000,25.67
287.5000,25.66
288.0000,25.66
288.5000,25.66
289.0000,25.66
289.5000,25.66
290.0000,25.65
290.5000,25.65
291.0000,25.65
291.5000,25.65
292.0000,25.65
292.5000,25.64
293.0000,25.64
293.5000,25.64
294.0000,25.63
294.5000,25.63
295.0000,25.63
295.5000,25.62
296.0000,25.63
296.5000,25.62
297.0000,25.61
297.5000,25.62
298.0000,25.61
298.5000,25.61
299.0000,25.61
299.5000,25.61
300.0000,25.60
300.5000,25.60
301.0000,25.60
301.5000,25.59
302.0000,25.59
302.5000,25.59
303.0000,25.59
303.5000,25.59
304.0000,25.58
304.5000,25.52
305.0000,25.52
305.5000,25.60
306.0000,25.59
306.5000,25.51
307.0000,25.52
307.5000,25.52
308.0000,25.53
308.5000,25.53
309.0000,25.52
309.5000,25.51
310.0000,25.52
310.5000,25.51
311.0000,25.44
311.5000,25.44
312.0000,25.44
312.5000,25.44
313.0000,25.47
313.5000,25.50
314.0000,25.45
314.5000,25.45
315.0000,25.46
315.5000,25.45
316.0000,25.44
316.5000,25.44
317.0000,25.45
317.5000,25.45
318.0000,25.45
318.5000,25.44
319.0000,25.44
319.5000,25.45
