Temperature1,Execution1
Time(s),Temperature1(C)
0.0000,24.06
0.5000,24.07
1.0000,24.06
1.5000,24.07
2.0000,24.07
2.5000,24.07
3.0000,24.07
3.5000,24.07
4.0000,24.07
4.5000,24.07
5.0000,24.07
5.5000,24.07
6.0000,24.07
6.5000,24.07
7.0000,24.08
7.5000,24.09
8.0000,24.09
8.5000,24.09
9.0000,24.10
9.5000,24.10
10.0000,24.12
10.5000,24.12
11.0000,24.13
11.5000,24.14
12.0000,24.16
12.5000,24.18
13.0000,24.19
13.5000,24.21
14.0000,24.22
14.5000,24.25
15.0000,24.27
15.5000,24.29
16.0000,24.32
16.5000,24.35
17.0000,24.36
17.5000,24.39
18.0000,24.42
18.5000,24.45
19.0000,24.49
19.5000,24.52
20.0000,24.55
20.5000,24.59
21.0000,24.62
21.5000,24.66
22.0000,24.69
22.5000,24.73
23.0000,24.76
23.5000,24.79
24.0000,24.83
24.5000,24.86
25.0000,24.89
25.5000,24.92
26.0000,24.95
26.5000,24.98
27.0000,25.00
27.5000,25.03
28.0000,25.05
28.5000,25.08
29.0000,25.10
29.5000,25.12
30.0000,25.13
30.5000,25.16
31.0000,25.17
31.5000,25.19
32.0000,25.19
32.5000,25.21
33.0000,25.22
33.5000,25.22
34.0000,25.22
34.5000,25.23
35.0000,25.23
35.5000,25.23
36.0000,25.24
36.5000,25.24
37.0000,25.24
37.5000,25.24
38.0000,25.24
38.5000,25.24
39.0000,25.23
39.5000,25.24
40.0000,25.24
40.5000,25.23
41.0000,25.24
41.5000,25.24
42.0000,25.24
42.5000,25.25
43.0000,25.24
43.5000,25.24
44.0000,25.26
44.5000,25.27
45.0000,25.28
45.5000,25.29
46.0000,25.30
46.5000,25.30
47.0000,25.32
47.5000,25.33
48.0000,25.35
48.5000,25.37
49.0000,25.39
49.5000,25.40
50.0000,25.42
50.5000,25.44
51.0000,25.47
51.5000,25.49
52.0000,25.51
52.5000,25.54
53.0000,25.55
53.5000,25.57
54.0000,25.59
54.5000,25.62
55.0000,25.63
55.5000,25.65
56.0000,25.67
56.5000,25.69
57.0000,25.70
57.5000,25.72
58.0000,25.73
58.5000,25.75
59.0000,25.76
59.5000,25.77
60.0000,25.78
60.5000,25.78
61.0000,25.78
61.5000,25.79
62.0000,25.80
62.5000,25.80
63.0000,25.80
63.5000,25.80
64.0000,25.79
64.5000,25.79
65.0000,25.79
65.5000,25.79
66.0000,25.77
66.5000,25.77
67.0000,25.76
67.5000,25.75
68.0000,25.75
68.5000,25.74
69.0000,25.73
69.5000,25.72
70.0000,25.72
70.5000,25.71
71.0000,25.70
71.5000,25.70
72.0000,25.69
72.5000,25.69
73.0000,25.69
73.5000,25.68
74.0000,25.68
74.5000,25.69
75.0000,25.69
75.5000,25.70
76.0000,25.70
76.5000,25.71
77.0000,25.72
77.5000,25.73
78.0000,25.74
78.5000,25.75
79.0000,25.76
79.5000,25.78
80.0000,25.80
80.5000,25.81
81.0000,25.83
81.5000,25.84
82.0000,25.86
82.5000,25.88
83.0000,25.90
83.5000,25.92
84.0000,25.93
84.5000,25.95
85.0000,25.97
85.5000,25.98
86.0000,25.99
86.5000,26.01
87.0000,26.02
87.5000,26.04
88.0000,26.04
88.5000,26.06
89.0000,26.06
89.5000,26.06
90.0000,26.07
90.5000,26.08
91.0000,26.07
91.5000,26.08
92.0000,26.08
92.5000,26.08
93.0000,26.07
93.5000,26.07
94.0000,26.07
94.5000,26.06
95.0000,26.05
95.5000,26.05
96.0000,26.03
96.5000,26.03
97.0000,26.02
97.5000,26.01
98.0000,26.00
98.5000,25.99
99.0000,25.98
99.5000,25.98
100.0000,25.97
100.5000,25.96
101.0000,25.95
101.5000,25.94
102.0000,25.94
102.5000,25.94
103.0000,25.93
103.5000,25.93
104.0000,25.93
104.5000,25.93
105.0000,25.93
105.5000,25.93
106.0000,25.93
106.5000,25.95
107.0000,25.95
107.5000,25.96
108.0000,25.97
108.5000,25.98
109.0000,25.98
109.5000,26.00
110.0000,26.02
110.5000,26.03
111.0000,26.05
111.5000,26.07
112.0000,26.08
112.5000,26.10
113.0000,26.11
113.5000,26.13
114.0000,26.14
114.5000,26.16
115.0000,26.17
115.5000,26.19
116.0000,26.20
116.5000,26.22
117.0000,26.22
117.5000,26.23
118.0000,26.25
118.5000,26.25
119.0000,26.26
119.5000,26.26
120.0000,26.27
120.5000,26.27
121.0000,26.27
121.5000,26.27
122.0000,26.27
122.5000,26.27
123.0000,26.26
123.5000,26.26
124.0000,26.26
124.5000,26.24
125.0000,26.24
125.5000,26.24
126.0000,26.22
126.5000,26.21
127.0000,26.20
127.5000,26.19
128.0000,26.18
128.5000,26.16
129.0000,26.15
129.5000,26.15
130.0000,26.14
130.5000,26.13
131.0000,26.12
131.5000,26.11
132.0000,26.11
132.5000,26.10
133.0000,26.09
133.5000,26.09
134.0000,26.09
134.5000,26.09
135.0000,26.09
135.5000,26.09
136.0000,26.10
136.5000,26.10
137.0000,26.11
137.5000,26.12
138.0000,26.13
138.5000,26.14
139.0000,26.15
139.5000,26.16
140.0000,26.17
140.5000,26.19
141.0000,26.20
141.5000,26.22
142.0000,26.23
142.5000,26.25
143.0000,26.26
143.5000,26.27
144.0000,26.29
144.5000,26.31
145.0000,26.32
145.5000,26.33
146.0000,26.35
146.5000,26.36
147.0000,26.37
147.5000,26.38
148.0000,26.38
148.5000,26.39
149.0000,26.40
149.5000,26.41
150.0000,26.42
150.5000,26.42
151.0000,26.42
151.5000,26.42
152.0000,26.42
152.5000,26.42
153.0000,26.41
153.5000,26.41
154.0000,26.40
154.5000,26.40
155.0000,26.39
155.5000,26.38
156.0000,26.37
156.5000,26.36
157.0000,26.35
157.5000,26.34
158.0000,26.33
158.5000,26.32
159.0000,26.31
159.5000,26.30
160.0000,26.28
160.5000,26.28
161.0000,26.27
161.5000,26.26
162.0000,26.25
162.5000,26.26
163.0000,26.25
163.5000,26.24
164.0000,26.24
164.5000,26.24
165.0000,26.24
165.5000,26.25
166.0000,26.25
166.5000,26.25
167.0000,26.26
167.5000,26.26
168.0000,26.27
168.5000,26.28
169.0000,26.29
169.5000,26.30
170.0000,26.32
170.5000,26.33
171.0000,26.34
171.5000,26.36
172.0000,26.37
172.5000,26.39
173.0000,26.40
173.5000,26.42
