IceC(J/g),IceSih(mm),Ice2Deltat(s),Ice2T1(C),Ice2m1(g),Ice2d1(cm),Ice2T2(C),Ice2d2(cm),Ice2m2(g),Ice2A(cm2),Ice2DeltaT(K),Ice2DeltaQ(J),Ice2K(W/mK),Ice3Deltat(s),Ice3T1(C),Ice3m1(g),Ice3d1(cm),Ice3T2(C),Ice3d2(cm),Ice3m2(g),Ice3A(cm2),Ice3DeltaT(K),Ice3DeltaQ(J),Ice3K(W/mK),IceSiherr(mm),Icederr(cm),IceTerr(K),Icemerr(g)
334.4,5.06,480,5.1,9.9,7.51,52.7,8.116,98.5,47.94304,47.6,29627.84,1.3686,600,6.6,13.8,7.23,62.3,7.97,141.2,45.3646,55.7,42602.56,1.42188,0.00058,0.00115,0.05774,1.1547
