Temperature2	Execution1
Time(s)	Temperature2(C)
0.0000	24.44
0.5000	24.51
1.0000	24.61
1.5000	24.71
2.0000	24.78
2.5000	24.96
3.0000	25.04
3.5000	25.14
4.0000	25.27
4.5000	25.40
5.0000	25.46
5.5000	25.61
6.0000	25.72
6.5000	25.87
7.0000	25.98
7.5000	26.16
8.0000	26.27
8.5000	26.39
9.0000	26.50
9.5000	26.60
10.0000	26.72
10.5000	26.82
11.0000	26.91
11.5000	27.01
12.0000	27.11
12.5000	27.20
13.0000	27.30
13.5000	27.38
14.0000	27.41
14.5000	27.54
15.0000	27.61
15.5000	27.67
16.0000	27.76
16.5000	27.82
17.0000	27.89
17.5000	27.95
18.0000	28.01
18.5000	28.09
19.0000	28.10
19.5000	28.17
20.0000	28.24
20.5000	28.28
21.0000	28.32
21.5000	28.36
22.0000	28.41
22.5000	28.45
23.0000	28.49
23.5000	28.56
24.0000	28.59
24.5000	28.62
25.0000	28.66
25.5000	28.71
26.0000	28.76
26.5000	28.79
27.0000	28.82
27.5000	28.85
28.0000	28.88
28.5000	28.92
29.0000	28.95
29.5000	28.98
30.0000	29.01
30.5000	29.01
31.0000	29.03
31.5000	29.06
32.0000	29.09
32.5000	29.12
33.0000	29.14
33.5000	29.16
34.0000	29.19
34.5000	29.21
35.0000	29.24
35.5000	29.32
36.0000	29.36
36.5000	29.37
37.0000	29.39
37.5000	29.40
38.0000	29.39
38.5000	29.41
39.0000	29.38
39.5000	29.41
40.0000	29.44
40.5000	29.46
41.0000	29.48
41.5000	29.49
42.0000	29.51
42.5000	29.52
43.0000	29.54
43.5000	29.55
44.0000	29.56
44.5000	29.57
45.0000	29.59
45.5000	29.60
46.0000	29.61
46.5000	29.63
47.0000	29.64
47.5000	29.72
48.0000	29.73
48.5000	29.72
49.0000	29.72
49.5000	29.72
50.0000	29.73
50.5000	29.71
51.0000	29.82
51.5000	29.82
52.0000	29.82
52.5000	29.83
53.0000	29.85
53.5000	29.86
54.0000	29.88
54.5000	29.81
55.0000	29.83
55.5000	29.84
56.0000	29.84
56.5000	29.87
57.0000	29.85
57.5000	29.88
58.0000	29.89
58.5000	29.90
59.0000	29.92
59.5000	29.95
60.0000	29.93
60.5000	29.95
61.0000	29.96
61.5000	29.97
62.0000	29.98
62.5000	29.99
63.0000	30.19
63.5000	30.20
64.0000	30.22
64.5000	30.23
65.0000	30.23
65.5000	30.23
66.0000	30.20
66.5000	30.19
67.0000	30.22
67.5000	30.21
68.0000	30.22
68.5000	30.22
69.0000	30.24
69.5000	30.25
70.0000	30.25
70.5000	30.23
71.0000	30.27
71.5000	30.27
72.0000	30.26
72.5000	30.26
73.0000	30.27
73.5000	30.30
74.0000	30.31
74.5000	30.31
75.0000	30.32
75.5000	30.33
76.0000	30.33
76.5000	30.34
77.0000	30.35
77.5000	30.32
78.0000	30.36
78.5000	30.56
79.0000	30.58
79.5000	30.60
80.0000	30.61
80.5000	30.61
81.0000	30.62
81.5000	30.63
82.0000	30.63
82.5000	30.65
83.0000	30.65
83.5000	30.83
84.0000	30.74
84.5000	30.75
85.0000	30.76
85.5000	30.76
86.0000	30.76
86.5000	30.76
87.0000	30.77
87.5000	30.77
88.0000	30.79
88.5000	30.79
89.0000	30.80
89.5000	30.81
90.0000	30.82
90.5000	30.83
91.0000	30.83
91.5000	30.84
92.0000	30.84
92.5000	30.84
93.0000	30.84
93.5000	30.85
94.0000	30.86
94.5000	31.55
95.0000	31.15
95.5000	31.05
96.0000	31.01
96.5000	30.99
97.0000	30.98
97.5000	30.98
98.0000	30.99
98.5000	31.02
99.0000	31.02
99.5000	31.03
100.0000	31.05
100.5000	31.05
101.0000	31.06
101.5000	31.06
102.0000	31.06
102.5000	31.06
103.0000	31.03
103.5000	31.00
104.0000	30.96
104.5000	30.91
105.0000	30.85
105.5000	30.78
106.0000	30.70
106.5000	30.61
107.0000	30.52
107.5000	30.42
108.0000	30.33
108.5000	30.23
109.0000	30.14
109.5000	30.03
110.0000	29.93
110.5000	29.83
111.0000	29.72
111.5000	29.62
112.0000	29.53
112.5000	29.42
113.0000	29.33
113.5000	29.25
114.0000	29.17
114.5000	29.08
115.0000	29.00
115.5000	28.93
116.0000	28.84
116.5000	28.76
117.0000	28.72
117.5000	28.65
118.0000	28.58
118.5000	28.52
119.0000	28.46
119.5000	28.39
120.0000	28.32
120.5000	28.26
121.0000	28.26
121.5000	28.18
122.0000	28.13
122.5000	28.09
123.0000	28.05
123.5000	28.01
124.0000	27.96
124.5000	27.91
125.0000	27.85
125.5000	27.81
126.0000	27.77
126.5000	27.73
127.0000	27.67
127.5000	27.62
128.0000	27.61
128.5000	27.59
129.0000	27.56
129.5000	27.52
130.0000	27.48
130.5000	27.45
131.0000	27.42
131.5000	27.37
132.0000	27.33
132.5000	27.31
133.0000	27.30
133.5000	27.29
134.0000	27.26
134.5000	27.24
135.0000	27.22
135.5000	27.20
136.0000	27.18
136.5000	27.16
137.0000	27.14
137.5000	27.11
138.0000	27.09
138.5000	27.10
