Time(s),Temperature8(C)
260.5000,28.09
261.0000,28.09
261.5000,28.09
262.0000,28.09
262.5000,28.09
263.0000,28.09
263.5000,28.10
264.0000,28.09
264.5000,28.09
265.0000,28.09
265.5000,28.09
266.0000,28.09
266.5000,28.09
267.0000,28.09
267.5000,28.09
268.0000,28.10
268.5000,28.10
269.0000,28.10
269.5000,28.10
270.0000,28.10
270.5000,28.10
271.0000,28.10
271.5000,28.10
272.0000,28.11
272.5000,28.10
273.0000,28.10
273.5000,28.10
274.0000,28.10
274.5000,28.11
275.0000,28.11
275.5000,28.11
276.0000,28.10
276.5000,28.10
277.0000,28.11
277.5000,28.10
278.0000,28.11
278.5000,28.11
279.0000,28.11
279.5000,28.11
280.0000,28.11
280.5000,28.11
281.0000,28.11
281.5000,28.11
282.0000,28.11
282.5000,28.11
283.0000,28.11
283.5000,28.11
284.0000,28.11
284.5000,28.11
285.0000,28.11
285.5000,28.11
286.0000,28.11
286.5000,28.11
287.0000,28.11
287.5000,28.11
288.0000,28.11
288.5000,28.11
289.0000,28.11
289.5000,28.11
290.0000,28.11
290.5000,28.11
291.0000,28.12
291.5000,28.11
292.0000,28.12
292.5000,28.12
293.0000,28.11
293.5000,28.12
294.0000,28.12
294.5000,28.12
295.0000,28.11
295.5000,28.11
296.0000,28.12
296.5000,28.11
297.0000,28.12
297.5000,28.11
298.0000,28.11
298.5000,28.11
299.0000,28.12
299.5000,28.11
300.0000,28.11
300.5000,28.11
301.0000,28.12
301.5000,28.12
302.0000,28.12
302.5000,28.12
303.0000,28.12
303.5000,28.12
304.0000,28.11
304.5000,28.11
305.0000,28.11
305.5000,28.11
306.0000,28.11
306.5000,28.11
307.0000,28.11
307.5000,28.11
308.0000,28.11
308.5000,28.11
309.0000,28.11
309.5000,28.11
310.0000,28.12
310.5000,28.11
311.0000,28.11
311.5000,28.12
312.0000,28.12
312.5000,28.11
313.0000,28.11
313.5000,28.11
314.0000,28.10
314.5000,28.11
315.0000,28.11
315.5000,28.11
316.0000,28.11
316.5000,28.11
317.0000,28.11
317.5000,28.11
318.0000,28.11
318.5000,28.10
319.0000,28.11
319.5000,28.10
320.0000,28.10
320.5000,28.10
321.0000,28.10
321.5000,28.10
322.0000,28.10
322.5000,28.10
323.0000,28.10
323.5000,28.10
324.0000,28.10
324.5000,28.10
325.0000,28.10
325.5000,28.10
326.0000,28.11
326.5000,28.10
327.0000,28.10
327.5000,28.10
328.0000,28.10
328.5000,28.10
329.0000,28.10
329.5000,28.10
330.0000,28.10
330.5000,28.10
331.0000,28.10
331.5000,28.10
332.0000,28.10
332.5000,28.10
333.0000,28.10
333.5000,28.11
334.0000,28.11
334.5000,28.11
335.0000,28.11
335.5000,28.11
336.0000,28.11
336.5000,28.11
337.0000,28.11
337.5000,28.11
338.0000,28.11
338.5000,28.11
339.0000,28.11
339.5000,28.11
340.0000,28.11
340.5000,28.11
341.0000,28.11
341.5000,28.11
342.0000,28.11
342.5000,28.12
343.0000,28.12
343.5000,28.11
344.0000,28.12
344.5000,28.11
345.0000,28.12
345.5000,28.12
346.0000,28.12
346.5000,28.12
347.0000,28.12
347.5000,28.12
348.0000,28.12
348.5000,28.12
349.0000,28.13
349.5000,28.12
350.0000,28.12
350.5000,28.12
351.0000,28.13
351.5000,28.12
352.0000,28.12
352.5000,28.13
353.0000,28.12
353.5000,28.12
354.0000,28.13
354.5000,28.12
355.0000,28.12
355.5000,28.12
356.0000,28.13
356.5000,28.12
357.0000,28.12
357.5000,28.13
358.0000,28.13
358.5000,28.13
359.0000,28.13
359.5000,28.13
360.0000,28.13
360.5000,28.13
361.0000,28.13
361.5000,28.13
362.0000,28.13
362.5000,28.13
363.0000,28.14
363.5000,28.14
364.0000,28.14
364.5000,28.13
365.0000,28.14
365.5000,28.14
366.0000,28.14
366.5000,28.14
367.0000,28.14
367.5000,28.15
368.0000,28.14
368.5000,28.14
369.0000,28.15
369.5000,28.14
370.0000,28.14
370.5000,28.15
371.0000,28.14
371.5000,28.15
372.0000,28.15
372.5000,28.15
373.0000,28.15
373.5000,28.15
374.0000,28.15
374.5000,28.15
375.0000,28.15
375.5000,28.14
376.0000,28.15
376.5000,28.15
377.0000,28.15
377.5000,28.15
378.0000,28.15
378.5000,28.15
379.0000,28.15
379.5000,28.14
380.0000,28.15
380.5000,28.15
381.0000,28.15
381.5000,28.15
382.0000,28.15
382.5000,28.15
383.0000,28.15
383.5000,28.15
384.0000,28.15
384.5000,28.15
385.0000,28.15
385.5000,28.15
386.0000,28.15
386.5000,28.15
387.0000,28.15
387.5000,28.15
388.0000,28.15
388.5000,28.15
389.0000,28.15
389.5000,28.15
390.0000,28.16
390.5000,28.15
391.0000,28.16
391.5000,28.16
392.0000,28.15
392.5000,28.15
393.0000,28.15
393.5000,28.15
394.0000,28.16
394.5000,28.16
395.0000,28.16
395.5000,28.15
396.0000,28.15
396.5000,28.15
397.0000,28.15
397.5000,28.15
398.0000,28.16
398.5000,28.15
399.0000,28.15
399.5000,28.15
400.0000,28.16
400.5000,28.16
401.0000,28.15
401.5000,28.15
402.0000,28.15
402.5000,28.15
403.0000,28.15
403.5000,28.15
404.0000,28.15
404.5000,28.16
405.0000,28.15
405.5000,28.15
406.0000,28.15
406.5000,28.14
407.0000,28.15
407.5000,28.15
408.0000,28.15
408.5000,28.15
409.0000,28.15
409.5000,28.15
410.0000,28.14
410.5000,28.15
411.0000,28.15
411.5000,28.15
412.0000,28.15
412.5000,28.15
413.0000,28.15
413.5000,28.16
414.0000,28.15
414.5000,28.15
415.0000,28.15
415.5000,28.15
416.0000,28.15
416.5000,28.15
417.0000,28.15
417.5000,28.15
418.0000,28.15
418.5000,28.15
419.0000,28.15
419.5000,28.16
420.0000,28.15
420.5000,28.15
421.0000,28.15
421.5000,28.15
422.0000,28.16
422.5000,28.15
423.0000,28.15
423.5000,28.16
424.0000,28.16
424.5000,28.16
425.0000,28.16
425.5000,28.16
426.0000,28.16
426.5000,28.15
427.0000,28.16
427.5000,28.16
428.0000,28.16
428.5000,28.16
429.0000,28.16
429.5000,28.16
430.0000,28.16
430.5000,28.16
431.0000,28.17
431.5000,28.17
432.0000,28.16
432.5000,28.17
433.0000,28.17
433.5000,28.16
434.0000,28.17
434.5000,28.17
435.0000,28.17
435.5000,28.17
436.0000,28.17
436.5000,28.17
437.0000,28.18
437.5000,28.17
438.0000,28.18
438.5000,28.18
439.0000,28.18
439.5000,28.18
440.0000,28.18
440.5000,28.17
441.0000,28.17
441.5000,28.18
442.0000,28.18
442.5000,28.17
443.0000,28.18
443.5000,28.18
444.0000,28.17
444.5000,28.18
445.0000,28.19
445.5000,28.19
446.0000,28.19
446.5000,28.19
447.0000,28.20
447.5000,28.19
448.0000,28.20
448.5000,28.20
449.0000,28.20
449.5000,28.20
450.0000,28.20
450.5000,28.20
451.0000,28.20
451.5000,28.20
452.0000,28.20
452.5000,28.20
453.0000,28.20
453.5000,28.20
454.0000,28.20
454.5000,28.20
455.0000,28.21
455.5000,28.20
456.0000,28.20
456.5000,28.20
457.0000,28.20
457.5000,28.20
458.0000,28.20
458.5000,28.21
459.0000,28.20
459.5000,28.21
460.0000,28.20
460.5000,28.20
461.0000,28.21
461.5000,28.20
462.0000,28.20
462.5000,28.20
463.0000,28.20
463.5000,28.20
464.0000,28.20
464.5000,28.21
465.0000,28.20
465.5000,28.20
466.0000,28.21
466.5000,28.21
467.0000,28.21
467.5000,28.20
468.0000,28.21
468.5000,28.20
469.0000,28.21
469.5000,28.21
470.0000,28.21
470.5000,28.21
471.0000,28.21
471.5000,28.21
472.0000,28.21
472.5000,28.21
473.0000,28.21
473.5000,28.21
474.0000,28.21
474.5000,28.21
475.0000,28.21
475.5000,28.21
476.0000,28.21
476.5000,28.21
477.0000,28.21
477.5000,28.21
478.0000,28.20
478.5000,28.21
479.0000,28.21
479.5000,28.21
480.0000,28.21
480.5000,28.21
481.0000,28.20
481.5000,28.20
482.0000,28.22
482.5000,28.20
483.0000,28.21
483.5000,28.20
484.0000,28.21
484.5000,28.20
485.0000,28.20
485.5000,28.20
486.0000,28.20
486.5000,28.20
487.0000,28.20
487.5000,28.20
488.0000,28.20
488.5000,28.20
489.0000,28.20
489.5000,28.20
490.0000,28.20
490.5000,28.20
491.0000,28.19
491.5000,28.19
492.0000,28.20
492.5000,28.20
493.0000,28.19
493.5000,28.20
494.0000,28.20
494.5000,28.20
495.0000,28.19
495.5000,28.20
496.0000,28.20
496.5000,28.20
497.0000,28.19
497.5000,28.20
498.0000,28.20
498.5000,28.19
499.0000,28.20
499.5000,28.20
500.0000,28.19
500.5000,28.20
501.0000,28.20
501.5000,28.20
502.0000,28.20
502.5000,28.20
503.0000,28.20
503.5000,28.19
504.0000,28.20
504.5000,28.20
505.0000,28.19
505.5000,28.20
506.0000,28.20
506.5000,28.20
507.0000,28.20
507.5000,28.20
508.0000,28.20
508.5000,28.20
509.0000,28.20
509.5000,28.20
510.0000,28.20
510.5000,28.20
511.0000,28.20
511.5000,28.20
512.0000,28.20
512.5000,28.20
513.0000,28.20
513.5000,28.21
514.0000,28.20
514.5000,28.20
515.0000,28.20
515.5000,28.20
516.0000,28.20
516.5000,28.20
517.0000,28.20
517.5000,28.20
518.0000,28.21
518.5000,28.21
519.0000,28.20
519.5000,28.20
520.0000,28.20
520.5000,28.21
521.0000,28.21
521.5000,28.20
522.0000,28.20
522.5000,28.20
523.0000,28.21
523.5000,28.21
524.0000,28.20
524.5000,28.20
525.0000,28.21
525.5000,28.20
526.0000,28.21
526.5000,28.21
527.0000,28.21
527.5000,28.20
528.0000,28.20
528.5000,28.21
529.0000,28.21
529.5000,28.21
530.0000,28.21
530.5000,28.21
531.0000,28.21
531.5000,28.21
532.0000,28.22
532.5000,28.21
533.0000,28.21
533.5000,28.21
534.0000,28.21
534.5000,28.21
535.0000,28.22
535.5000,28.21
536.0000,28.21
536.5000,28.22
537.0000,28.22
537.5000,28.21
538.0000,28.22
538.5000,28.21
539.0000,28.22
539.5000,28.21
540.0000,28.21
540.5000,28.22
541.0000,28.22
541.5000,28.21
542.0000,28.21
542.5000,28.21
543.0000,28.22
543.5000,28.22
544.0000,28.22
544.5000,28.22
545.0000,28.22
545.5000,28.22
546.0000,28.22
546.5000,28.22
547.0000,28.22
547.5000,28.22
548.0000,28.22
548.5000,28.21
549.0000,28.22
549.5000,28.22
550.0000,28.22
550.5000,28.23
551.0000,28.22
551.5000,28.22
552.0000,28.22
552.5000,28.23
553.0000,28.22
553.5000,28.22
554.0000,28.22
554.5000,28.22
555.0000,28.22
555.5000,28.22
556.0000,28.23
556.5000,28.22
557.0000,28.22
557.5000,28.23
558.0000,28.22
558.5000,28.22
559.0000,28.22
559.5000,28.23
560.0000,28.22
560.5000,28.22
561.0000,28.22
561.5000,28.22
562.0000,28.22
562.5000,28.22
563.0000,28.22
563.5000,28.22
564.0000,28.22
564.5000,28.22
565.0000,28.22
565.5000,28.22
566.0000,28.22
566.5000,28.22
567.0000,28.22
567.5000,28.21
568.0000,28.21
568.5000,28.21
569.0000,28.21
569.5000,28.21
570.0000,28.21
570.5000,28.21
571.0000,28.21
571.5000,28.21
572.0000,28.21
572.5000,28.20
573.0000,28.21
573.5000,28.20
574.0000,28.20
574.5000,28.21
575.0000,28.20
575.5000,28.20
576.0000,28.20
576.5000,28.20
577.0000,28.21
577.5000,28.20
578.0000,28.21
578.5000,28.21
579.0000,28.21
579.5000,28.21
580.0000,28.21
580.5000,28.21
581.0000,28.21
581.5000,28.21
582.0000,28.21
582.5000,28.21
583.0000,28.21
583.5000,28.21
584.0000,28.21
584.5000,28.21
585.0000,28.21
585.5000,28.21
586.0000,28.21
586.5000,28.21
587.0000,28.21
587.5000,28.21
588.0000,28.21
588.5000,28.21
589.0000,28.21
589.5000,28.21
590.0000,28.21
590.5000,28.22
591.0000,28.21
591.5000,28.21
592.0000,28.21
592.5000,28.22
593.0000,28.21
593.5000,28.21
594.0000,28.22
594.5000,28.22
595.0000,28.22
595.5000,28.22
596.0000,28.22
596.5000,28.22
597.0000,28.22
597.5000,28.22
598.0000,28.22
598.5000,28.22
599.0000,28.22
599.5000,28.22
600.0000,28.22
600.5000,28.22
601.0000,28.22
601.5000,28.22
602.0000,28.23
602.5000,28.22
603.0000,28.22
603.5000,28.23
604.0000,28.22
604.5000,28.23
605.0000,28.23
605.5000,28.24
606.0000,28.23
606.5000,28.23
607.0000,28.23
607.5000,28.24
608.0000,28.24
608.5000,28.24
609.0000,28.24
609.5000,28.24
610.0000,28.24
610.5000,28.24
611.0000,28.24
611.5000,28.25
612.0000,28.25
612.5000,28.24
613.0000,28.25
613.5000,28.25
614.0000,28.25
614.5000,28.25
615.0000,28.25
615.5000,28.25
616.0000,28.25
616.5000,28.26
617.0000,28.25
617.5000,28.26
618.0000,28.26
618.5000,28.26
619.0000,28.26
619.5000,28.26
620.0000,28.26
620.5000,28.26
621.0000,28.26
621.5000,28.26
622.0000,28.26
622.5000,28.26
623.0000,28.26
623.5000,28.26
624.0000,28.27
624.5000,28.27
625.0000,28.27
625.5000,28.27
626.0000,28.27
626.5000,28.26
627.0000,28.27
627.5000,28.27
628.0000,28.27
628.5000,28.27
629.0000,28.27
629.5000,28.27
630.0000,28.27
630.5000,28.27
631.0000,28.27
631.5000,28.27
632.0000,28.28
632.5000,28.27
633.0000,28.27
633.5000,28.27
634.0000,28.28
634.5000,28.28
635.0000,28.27
635.5000,28.28
636.0000,28.28
636.5000,28.27
637.0000,28.27
637.5000,28.27
638.0000,28.28
638.5000,28.28
639.0000,28.28
639.5000,28.27
640.0000,28.27
640.5000,28.27
641.0000,28.28
641.5000,28.27
642.0000,28.27
642.5000,28.27
643.0000,28.28
643.5000,28.27
644.0000,28.28
644.5000,28.27
645.0000,28.27
645.5000,28.28
646.0000,28.28
646.5000,28.28
647.0000,28.28
647.5000,28.28
648.0000,28.27
648.5000,28.27
649.0000,28.28
649.5000,28.27
650.0000,28.27
650.5000,28.28
651.0000,28.28
651.5000,28.28
652.0000,28.27
652.5000,28.28
653.0000,28.28
653.5000,28.28
654.0000,28.28
654.5000,28.28
655.0000,28.28
655.5000,28.28
656.0000,28.29
656.5000,28.28
657.0000,28.29
657.5000,28.29
658.0000,28.29
658.5000,28.29
659.0000,28.28
659.5000,28.28
660.0000,28.28
660.5000,28.28
661.0000,28.29
661.5000,28.28
662.0000,28.28
662.5000,28.29
663.0000,28.29
663.5000,28.29
664.0000,28.29
664.5000,28.29
665.0000,28.28
665.5000,28.28
666.0000,28.28
666.5000,28.29
667.0000,28.29
667.5000,28.29
668.0000,28.28
668.5000,28.28
669.0000,28.29
669.5000,28.29
670.0000,28.29
670.5000,28.30
671.0000,28.29
671.5000,28.29
672.0000,28.29
672.5000,28.29
673.0000,28.29
673.5000,28.29
674.0000,28.29
674.5000,28.30
675.0000,28.30
675.5000,28.29
676.0000,28.30
676.5000,28.30
677.0000,28.30
677.5000,28.30
678.0000,28.31
678.5000,28.30
679.0000,28.30
679.5000,28.30
