R(omega),uR(omega),RBCDAcirc(momega),uRBCDAcirc(momega),RCDABcirc(momega),uRCDABcirc(momega),len(mm),ulen(mm),d(A),ud(A),w(mm),uw(mm),RBCDAstd(momega),uRBCDAstd(momega),RCDABstd(momega),uRCDABstd(momega),RACBD+(momega),uRACBD+(momega),RACBD-(momega),uRACBD-(momega)
6.9275,0.00052,556.03,0.04336,437.82,0.03627,11.5,0.01,304,0.37,3,0.01,0.0432,0.0001,0.0383,0.0001,-46.38,0.00268,-45.28,0.00262
